restaurant,review_id,date,stay_date,user,badge,rating,title,review
Kampachi Plaza33,838437414,2022-05-14 00:00:00,May 2022,WaiHongC17,1 review,5,Great dinner experience!,Great and service! Thanks to Dan and the rest of the staff!  We had a great time and food was great. Ambience was perfect too
Kampachi Plaza33,837894886,2022-05-10 00:00:00,April 2022,WaiMun5050,2 reviews,5,Wedding buffet lunch,"If anyone who wish to plan for a event, I would suggest Kampachi Plaza 33. My event was a BIG Success thanks to excellent the team members there. The gratitude goes to the kitchen crew, Chef Alex, frontlines, Mr Balam & his team.... They put..."
Kampachi Plaza33,837662685,2022-05-08 00:00:00,May 2022,Jocelynlian13,1 review,5,Mother’s Day buffet,"There was a variety of freshly cooked and sliced fish. Kampachi belly was really fresh. Our server, April was good too."
Kampachi Plaza33,837543590,2022-05-07 00:00:00,May 2022,mwty97,1 review,5,Lunch Outing,"• Staff was polite, helpful and attentive (big thank you to Mr. Edward for his friendliness and food recommendations)
• Food was delicious from the sashimi to the hot dishes to the dessert
• Restaurant ambience was pleasant all around"
Kampachi Plaza33,837540590,2022-05-07 00:00:00,May 2022,ck h,2 reviews,5,Fantastic service,Good selection of food. The nice lunch was made even better by the fantastic service by Edward who was extremely attentive and responsive.
Kampachi Plaza33,837286349,2022-05-05 00:00:00,May 2022,Arifshah S,1 review,5,Excellent food and service,"We went for lunch for Eid celebrations. The food was great, staff were extremely friendly; they offered me ice cream for dessert. Lovely atmosphere, perfect for taking guests around town. The rolled beef was to die for; perfectly tender and seasoned well. Sashimi was superb..."
Kampachi Plaza33,837151173,2022-05-04 00:00:00,May 2022,euniceseet2022,1 review,5,Lunch ala carte buffet AMAZING!!,"April our server was a stellar service ✨🤩🥳 she was so friendly. She spoke so well and she recommended us so many good food! Service was amazing! Food was so so so good! The beef, salmon and tuna 🍣 amazing. So many high quality food..."
Kampachi Plaza33,837050787,2022-05-03 00:00:00,May 2022,tlliew09,1 review,5,Family gathering,"Nice service and the foods are delicious,  my kids like the fried ice cream and the udon.The restaurant is very clean and spacious. An ambience environment for family gathering."
Kampachi Plaza33,837013464,2022-05-03 00:00:00,May 2022,peili23,1 review,5,Nice restaurant to visit,"Went for their ala carte, excellent services, very attentive, food quality is good, fresh salmon they served. Worth for the price."
Kampachi Plaza33,836938359,2022-05-02 00:00:00,May 2022,rachm9n,5 reviews,4,Special thanks to Dan,"Glad they could accommodate us last minute during Raya and special thanks to our friendly waiter Dan for making it a very pleasant experience. Top marks for service! 

Food-wise it felt a bit unimaginative. This is my third time here this year and would have..."
Kampachi Plaza33,836909299,2022-05-02 00:00:00,May 2022,Cheah19,2 reviews,5,Cheah,Had a wonderful time here. Food is great and the service is excellent. Kuddos to Ms Jenny and her competent team for the wonderful experience today 👍 will definitely return here
Kampachi Plaza33,836602839,2022-04-30 00:00:00,April 2022,DanielN5418,1 review,5,Good food and Good service,"Food is good as usual. The beef tepanyaki is to die for 🤤 Been here multiple times throughout the years, even before Covid times. Staffs are very friendly and cheerful. A lady staff, April, she is very friendly, shared a wonderful conversation with her. Service..."
Kampachi Plaza33,836601005,2022-04-30 00:00:00,April 2022,JoanneY511,8 reviews,5,Good service,"Good service and good food, feeling their great service here especially the staff name April. She served us friendly and provided the fan for us when we highlight the air conditioning problem, thank you so much"
Kampachi Plaza33,836514376,2022-04-29 00:00:00,April 2022,aminajones,1 review,5,Im so full….of love!,"I had a pleasant visit to Kampachi tonight. My hostess, April was very friendly and helpful. 5 stars for her! Raise her salary!!!

See you again soon, Kampachi."
Kampachi Plaza33,836513912,2022-04-29 00:00:00,April 2022,iujieun,1 review,5,Review,The food is pleasantly served. We are well attended  at all time. Asked to exchange tea drinks and we got it for free :)
Kampachi Plaza33,835666338,2022-04-23 00:00:00,April 2022,ZenZen91,2 reviews,5,Wedding buffet,"Everything is good, wide selection of foods and fresh . Services also good . Definitely will come again  ."
Kampachi Plaza33,835657065,2022-04-23 00:00:00,April 2022,Gphq,1 review,5,wedding lunch,Ambience is good. The food is really devious and we get very well services from the crew especially Edward.
Kampachi Plaza33,835566357,2022-04-22 00:00:00,April 2022,benjern,19 reviews,5,Exceptional service and food quality!,"It’s been a long time since I’ve eaten at Kampachi. Last one was at the Equatorial Kuala Lumpur before their revamp.

The verdict? Loved it! You know you’d get exceptional quality (fresh, chunky sashimi) and service when you eat at kampachi and this visit didn’t..."
Kampachi Plaza33,834709891,2022-04-16 00:00:00,April 2022,Rysalz,2 reviews,5,Review on Kampachi,"Food was good that complement with the service provided by Alice & Celine. They are an example that all should look up at, from being friendly right up to explaining about each of the dishes. 

Overall it is a good experiance."
Kampachi Plaza33,834705174,2022-04-16 00:00:00,April 2022,pohe226,36 reviews,5,Weekend Japanese Buffet,Food portion and quality is good. The buffet had quite a variety to pick from. April’s service was also superb! Recommended if you are looking for good quality Japanese buffet.
Kampachi Plaza33,834683730,2022-04-16 00:00:00,April 2022,ChienMingNg,1 review,4,Celebrate birthday,"Enjoy the good food. Simple ingredient with excellent taste. Love their see good entry.

Pleasant environment.

Crew are helpful and responsive."
Kampachi Plaza33,834617977,2022-04-15 00:00:00,April 2022,Alicia K,50 reviews,5,Customer service 10/10,"Experience was great, food (sashimi) fresh & customer service was top notch! 😊 if you’re visiting would definitely suggest looking for either Safura or Edward! Huge shoutout to them! They have the best food recommendations and was impressed with their product knowledge! 10/10 would come..."
Kampachi Plaza33,834356090,2022-04-13 00:00:00,April 2022,SarahOoi98,1 review,5,Really great place!!!,"Food: Very Nice, good quality, fresh
Staff: Super friendly and cheerful staff especially Edward
Environment: Clean, Chill
Overall best experience!!! The staff even made a cute dessert plate for my birthday ❤️"
Kampachi Plaza33,833997178,2022-04-10 00:00:00,April 2022,Shaunleekf,1 review,5,Good food good service good place,"Service was great, will keep coming to collect used plates/bowls, nice and polite staff.

Sashimi were fresh mmmm."
Kampachi Plaza33,833931372,2022-04-09 00:00:00,April 2022,jennF8499RX,1 review,5,thank you!,"had a really great time at kampachi! food was nice, love the beef. didn't know what to order at first but Sorfina, our server, was really helpful and recommended a few things which we loved like the shishamo and unagi!  will return for sure!"
Kampachi Plaza33,833897862,2022-04-09 00:00:00,April 2022,Cherronne,1 review,5,Your Go To Restaurant for Seasonal Sashimi.,"Happy to be back at Kampachi Plaza 33. As always, sashimi is fresh and well prepared. Amazing service from Safura and team; dedicated, attentive and courteous. Looking forward to my next visit. Keep up the good work!"
Kampachi Plaza33,833559778,2022-04-06 00:00:00,April 2022,CalvinTKC,1 review,5,Birthday Surprise for love one,"Amazing Authentic Japanese Food, great service.. Special thanks to the Service crew Sorfina, Celine, April, Shahad, Christine & chef Ben. Keep up the good work."
Kampachi Plaza33,833130722,2022-04-02 00:00:00,April 2022,edc9120,1 review,5,Good buffet brunch,"Enjoyed the buffet branch. Good quality food and nice ambience. Special mention to Celine, Sofinah and Safura for the good service."
Kampachi Plaza33,828519751,2022-02-19 00:00:00,February 2022,Gracephung13,1 review,5,Dinner,"Taste and service, everything on point. Staff are polite, friendly and attentive. Safura, assigned person to attend to us, was very friendly and nice. Price wise is good for value and fair. Sashimi is fresh and delicious"
Kampachi Plaza33,827421012,2022-02-10 00:00:00,February 2022,SuppaSue,1 review,5,Great Food & Service,"Overall good vibe and delicious food! Service is one of the best I've had, our server April was super friendly and very accommodating. Very much recommended place for celebration or dinner with friends and family because of the portion."
Kampachi Plaza33,827020134,2022-02-06 00:00:00,February 2022,sheeloont,3 reviews,5,Japanese food that worth your $,The food and service are up to the standards. The people that services are very friendly and efficient. Definitely will come back with family.
Kampachi Plaza33,826992727,2022-02-06 00:00:00,February 2022,Peter L,2 reviews,3,"Good service, average spread","Nice atmosphere, staffs were mostly friendly especially sorifana (not sure if i spelled her name right) but she served us well."
Kampachi Plaza33,826882475,2022-02-05 00:00:00,February 2022,Schmurls,2 reviews,5,Great meal!,"We really enjoyed our ala carte buffet lunch here - the food was fresh and well-prepared and service was attentive and friendly, especially from April. Thanks for a great time!"
Kampachi Plaza33,826880103,2022-02-05 00:00:00,February 2022,Wynnieliew,1 review,5,CNY Reunion Lunch,"Good service, nice food and decent environment.. good service provided by a nice waitress Ms April too"
Kampachi Plaza33,826879854,2022-02-05 00:00:00,February 2022,Sn_tannn,1 review,4,Family lunch,"Good service, good food especially prawns and sashimi. Deserts are good too. Nice and clean environment."
Kampachi Plaza33,826687126,2022-02-03 00:00:00,February 2022,ashleywongka28,2 reviews,5,Amazing service & food! Never disappoints,"I’ve frequented Kampachi Plaza33 for years and I always leave happy and satisfied. The service is exceptional, the kind talents April and Edward have been so helpful and kind to me and family. All the talents at Kampachi Plaza 33 have been so lovely and..."
Kampachi Plaza33,826558448,2022-02-02 00:00:00,February 2022,Jacquelinebenitapaul,2 reviews,5,Thank you for taking care of us April,My boyfriend and i have been kampachi buffet regulars for almost 3 years. A lot has changed but not the quality of the food and service. I have often been served by April and she has consistently provided intuitive service with a smile. She is...
Kampachi Plaza33,826284573,2022-01-30 00:00:00,January 2022,lucascheah0,1 review,5,Amazing experience,"Delicious food and very friendly staff. We had a small birthday celebration here and the staff went along with it with much enthusiasm. Shout out to April for being such a helpful, polite and friendly waitress."
Kampachi Plaza33,825846988,2022-01-25 00:00:00,January 2022,andy_1991_19,1 review,5,"Excellent service, great portions for couples","One thing that really stood out about Kampachi is the portion. As a couple, it’s not easy to dine at an ala carte buffet restaurant because the portions can be a bit too much. But Kampachi allows you to order as little as you want..."
